"ID","LIMIT_BAL","MARRIAGE","EDUCATION","SEX","AGE","PAY_1","PAY_2","PAY_3","BILL_AMT1","BILL_AMT2","BILL_AMT3","PAY_AMT1","PAY_AMT2","PAY_AMT3","TARGET"
7617,110000,2,2,1,44,0,0,0,102551,103550,105089,5500,6000,6000,0
7618,80000,1,3,2,37,0,0,0,27560,22441,19960,1701,2000,2000,0
7619,190000,2,3,2,41,0,0,0,83369,81617,83351,3853,4000,3000,0
7620,480000,2,2,2,47,0,0,0,502904,481990,476680,180000,17000,12638,0
7621,50000,2,3,1,37,3,2,0,39437,38525,40809,0,3000,2000,0
7622,2e+05,1,3,2,45,1,0,0,2418,0,0,0,0,0,0
7623,160000,1,3,1,46,0,0,0,69896,71971,73996,3810,3831,2900,0
7624,20000,2,1,1,42,0,0,0,3448,4460,5326,1230,1096,1344,0
7625,120000,1,2,2,47,2,0,3,1248,1701,1551,1701,0,9,0
7626,250000,2,3,1,47,0,0,0,520,2047,1155,2047,1155,3582,0
7627,90000,2,3,2,49,0,0,0,9124,10220,12044,10000,10016,25000,0
7628,80000,2,2,2,44,0,0,0,72987,72055,70730,2561,2745,2100,0
7629,30000,2,2,2,43,0,0,0,10348,9287,1900,1013,1900,0,0
7630,70000,2,1,2,40,0,0,0,60525,60932,60190,14011,14494,6019,0
7631,50000,1,2,1,44,0,0,0,31281,30832,20497,2556,1582,811,0
7632,30000,1,2,1,42,0,0,0,29416,30476,30386,1540,1447,1027,0
7633,30000,1,2,1,47,1,3,2,18811,18225,22630,0,5000,0,0
7634,5e+05,2,3,1,39,0,0,0,65736,65164,62901,2425,2174,1605,0
7635,150000,1,2,1,45,0,0,0,140172,141528,141411,5507,4007,5001,0
7636,310000,2,1,1,47,0,0,0,263685,190484,178753,8000,6650,6000,0
7637,280000,1,3,2,47,0,0,0,235635,197003,198808,7665,6497,5555,0
7638,4e+05,1,1,2,44,0,0,0,76917,79075,81864,4000,4000,3000,0
7639,150000,2,2,2,45,1,0,0,0,0,0,0,0,0,0
7640,360000,2,3,2,46,0,0,0,31482,31805,18203,5119,5007,5002,0
7641,270000,2,3,1,48,0,0,0,47116,47771,51414,2000,5000,3000,0
7642,190000,1,3,1,41,0,0,2,231,3421,3190,3190,0,0,0
7643,3e+05,1,3,2,39,0,0,0,3000,3300,0,3300,0,0,0
7644,90000,1,2,2,44,0,0,0,86422,89710,70681,5000,3300,22837,0
7645,240000,2,3,2,47,0,0,0,1749,1087,3503,1099,6430,1003,0
7646,2e+05,2,3,1,41,0,0,0,508,10680,1190,10712,1194,527,0
7647,60000,2,3,2,47,0,0,2,3437,16932,2301,16960,0,6227,0
7648,590000,1,1,2,47,0,0,0,128659,128715,127961,5025,5693,6007,0
7649,210000,2,3,1,38,0,0,0,15648,2008,-4291,2500,0,0,0
7650,30000,2,2,2,45,0,0,0,25536,26635,27383,1800,1500,2100,0
7651,50000,1,2,2,43,0,0,0,10400,0,23425,0,23425,1500,0
7652,3e+05,1,2,2,50,0,0,0,1250,940,11240,940,10300,1200,0
7653,20000,1,2,1,50,0,0,0,18398,19014,17836,2000,1500,2900,0
7654,320000,1,1,2,39,1,0,2,-1,507,507,508,0,0,0
7655,160000,1,3,2,41,0,0,0,5233,5393,1824,5401,1829,350,0
7656,230000,1,2,2,47,0,0,0,52689,0,150,0,150,0,0
7657,150000,1,3,2,46,0,0,0,50286,110884,113152,61101,3210,3911,0
7658,80000,2,1,2,46,0,0,0,50320,49816,49457,1784,1898,1985,0
7659,90000,1,2,2,44,0,0,0,25388,26460,26711,1800,1747,1758,0
7660,220000,2,2,2,43,0,0,0,152514,150742,142633,7149,8000,5000,0
7661,60000,2,2,1,39,0,0,2,921,1498,749,1498,0,749,0
7662,160000,1,1,1,49,0,0,0,25003,23621,24994,2000,5060,5000,0
7663,20000,2,3,1,50,0,0,0,299,-1,-1,0,0,495,0
7664,1e+05,1,2,1,44,0,0,0,60121,61575,63028,2454,2700,1712,0
7665,50000,2,4,2,45,0,0,0,48473,49454,47893,2100,2021,1562,0
7666,390000,2,3,1,40,0,0,0,18891,19521,28868,6000,10000,2000,0
7667,2e+05,2,2,2,49,0,0,0,3334,4772,7675,1500,3000,3000,0
7668,660000,2,3,1,46,0,0,0,284334,288120,325889,6486,38507,20000,0
7669,260000,1,3,2,44,0,0,0,122825,88273,91908,5000,6000,5020,0
7670,120000,1,2,2,40,0,0,0,138313,134057,130935,5000,6000,3000,0
7671,290000,1,2,1,40,0,0,0,1300,0,500,0,500,1000,0
7672,240000,2,3,1,45,0,0,0,5010,1188,3513,1188,3513,11794,0
7673,360000,1,3,1,53,0,0,0,2782,5608,923,5636,927,12950,0
7674,50000,1,2,1,43,0,0,0,49613,49326,47010,3036,6000,1000,0
7675,20000,1,2,2,40,0,0,0,1424,10094,15018,10094,10000,1549,0
7676,70000,2,3,1,48,0,0,0,12109,15328,16854,5328,4000,3000,0
7677,70000,2,2,1,41,0,0,0,37199,38296,39357,1700,1700,1600,0
7678,140000,2,2,2,43,0,0,0,136899,139889,142460,5200,6000,5500,0
7679,210000,1,2,1,39,0,0,0,82902,84897,56023,3814,2931,2045,0
7680,50000,2,2,2,44,0,0,0,49296,39427,35674,1614,1546,1461,0
7681,70000,2,2,2,41,0,0,0,67897,62826,62595,3000,2916,2004,0
7682,290000,1,3,2,46,0,0,0,49885,51400,0,2400,0,0,0
7683,120000,1,2,2,47,0,0,0,101596,102860,104694,3706,5502,4204,0
7684,210000,2,3,2,40,0,0,0,1400,2800,1400,2800,1400,0,0
7685,60000,2,1,2,48,0,0,0,396,43902,44802,87804,2000,1567,0
7686,290000,1,3,2,50,0,0,0,3412,1573,11859,1573,11886,2485,0
7687,360000,1,2,2,48,0,0,0,4528,6365,2991,2000,2000,2000,0
7688,210000,1,2,2,43,0,0,0,7166,7997,8792,1500,1500,1000,0
7689,1e+05,2,3,1,46,1,0,0,0,429,858,429,858,0,0
7690,30000,2,2,2,43,1,3,2,16368,15825,15274,0,0,2000,0
7691,30000,2,3,1,41,0,0,0,1426,2539,3437,1300,1100,2000,0
7692,340000,2,3,2,49,0,0,0,332916,340159,73004,14600,3035,1958,0
7693,230000,2,3,2,41,0,0,0,246101,261430,237267,38172,9000,7800,0
7694,60000,2,4,2,44,0,0,0,60876,60606,58227,2523,2155,45088,0
7695,170000,2,3,2,48,0,0,0,15442,16869,21014,2000,5020,2000,0
7696,5e+05,2,3,1,43,0,0,0,204198,201648,197549,7434,6342,5276,0
7697,4e+05,2,3,2,44,0,0,0,48938,27703,43775,27703,43947,10183,0
7698,20000,2,1,1,46,0,0,2,12649,15526,16383,3103,1408,0,0
7699,230000,2,1,2,43,0,0,0,30099,20069,1000,1000,1000,0,0
7700,2e+05,1,2,1,44,0,0,0,7400,2872,212,1005,220,2387,0
7701,140000,2,3,1,45,0,0,0,34052,34677,35065,1553,1601,1564,0
7702,5e+05,2,3,2,45,0,0,0,5946,132696,141204,140000,25012,40022,0
7703,360000,2,1,1,46,1,0,0,0,0,0,0,0,0,0
7704,170000,2,3,1,50,0,0,0,23594,1512,1362,1512,1362,1591,0
7705,270000,2,1,1,48,1,2,2,157318,153388,164866,0,13900,0,0
7706,50000,2,3,1,47,0,0,0,20613,28018,22744,10000,10000,1500,0
7707,3e+05,1,2,2,42,1,0,0,0,0,0,0,0,0,0
7708,140000,2,2,2,48,0,0,0,62986,64498,63093,5000,3000,5000,0
7709,160000,1,3,2,50,1,0,0,0,0,0,0,0,0,0
7710,50000,1,2,1,49,0,0,0,43900,42499,17494,2268,1604,1288,0
7711,150000,2,3,1,43,0,0,0,3125,8418,797,8443,799,0,0
7712,240000,1,2,2,51,0,0,0,12000,0,0,0,0,0,0
7713,160000,2,2,2,48,0,0,0,21905,22473,21380,1373,1000,283,0
7714,280000,1,2,1,47,0,0,0,-650,-650,2057,0,2707,3,0
7715,80000,2,2,2,48,0,0,0,78626,78262,80000,3400,3600,4000,0
7716,260000,1,3,2,46,0,0,0,157551,160759,351026,7312,18934,23,0
7717,290000,1,3,2,40,0,0,0,93844,97708,103066,6000,7000,5000,0
7718,50000,2,2,1,43,0,0,0,23553,21507,17827,1700,2000,500,0
7719,90000,2,2,2,45,0,0,0,4403,1995,300,1000,300,0,0
7720,150000,2,3,2,44,1,0,0,0,0,0,0,0,0,0
7721,120000,1,2,2,43,0,0,0,0,338,488,338,488,137,0
7722,2e+05,1,1,2,43,2,0,0,199802,195038,129415,9231,4872,2894,0
7723,3e+05,2,3,1,44,0,0,0,3016,-2659,40996,0,43655,1752,0
7724,50000,1,1,1,50,0,0,0,636,2228,3287,4600,1500,2000,0
7725,1e+05,2,1,1,49,1,2,0,100364,97551,66365,107,2893,2104,0
7726,280000,2,3,2,43,0,0,0,985,500,500,505,500,0,0
7727,80000,1,3,2,43,1,0,0,0,1027,1273,2054,1273,174,0
7728,290000,2,1,1,42,0,0,0,1520,1200,0,1200,0,1000,0
7729,5e+05,2,2,1,43,0,0,0,135634,135796,133712,5034,6000,5355,0
7730,2e+05,1,3,1,47,0,0,0,1727,1796,-4,1809,0,0,0
7731,280000,2,3,1,42,1,0,0,-2,399,182,401,183,4429,0
7732,50000,2,3,1,47,1,2,2,7690,8805,9502,1400,1000,1000,0
7733,60000,1,3,1,45,1,2,0,62063,60513,60398,0,1744,1100,0
7734,120000,1,2,2,44,0,0,0,1613,136,0,136,0,0,0
7735,190000,2,3,2,53,0,0,0,132946,136809,140664,6000,6000,6000,0
7736,30000,1,2,1,45,0,0,0,29428,19950,24514,1402,10096,4083,0
7737,1e+05,1,1,1,40,0,0,0,94467,96521,98728,3627,3938,2515,0
7738,30000,1,1,2,49,0,0,0,17897,18944,19698,1342,1096,514,0
7739,480000,1,2,2,51,0,0,0,20824,21960,20885,5004,5000,795,0
7740,230000,2,3,2,48,0,0,0,0,0,0,0,0,0,0
7741,160000,1,3,2,46,0,0,0,430,430,430,430,430,850,0
7742,180000,1,2,1,41,0,0,0,60005,41223,49108,3000,10000,3000,0
7743,70000,2,2,2,46,0,0,0,45743,38365,38988,1619,4000,1200,0
7744,180000,1,1,2,44,0,0,0,3122,-26214,98834,16,130000,40057,0
7745,4e+05,1,2,2,45,0,0,0,3697,3600,1354,1000,1354,5322,0
7746,30000,2,1,2,40,2,2,2,28309,31229,29752,3700,0,0,0
7747,480000,1,1,2,48,0,0,0,51303,74639,67306,73428,20496,34,0
7748,50000,2,2,1,45,0,0,0,48846,48136,72898,1904,3700,5396,0
7749,360000,1,2,1,44,0,0,0,270248,138566,142337,5000,5000,8600,0
7750,180000,1,3,2,39,1,0,0,0,0,1154,0,1154,2000,0
7751,80000,1,2,1,43,1,3,2,47339,47270,46037,967,0,3012,0
7752,150000,2,3,1,48,0,0,0,251063,244285,238438,9000,10000,10000,0
7753,360000,1,2,1,50,2,2,0,2500,0,0,0,0,0,0
7754,5e+05,1,3,2,41,0,0,0,1110,1110,1416,1110,1416,1416,0
7755,240000,1,2,2,40,0,0,0,3862,1780,0,1783,0,0,0
7756,20000,1,1,2,44,0,0,2,9410,11840,11260,2600,0,0,0
7757,2e+05,2,3,1,46,0,0,2,95065,112893,110059,20000,0,34000,0
7758,320000,1,2,2,38,0,0,0,145907,150336,110569,30236,5004,4086,0
7759,50000,1,1,2,46,0,0,0,46857,48080,49705,2000,2400,3000,0
7760,270000,2,3,2,49,0,0,0,81488,76257,70685,3000,5000,3000,0
7761,140000,1,2,2,45,0,0,0,98221,97548,98457,3600,5000,6000,0
7762,2e+05,2,1,1,43,0,0,0,655,270,880,270,880,0,0
7763,50000,1,2,2,43,0,0,0,47971,47627,47750,2087,2100,1900,0
7764,1e+05,1,2,1,45,0,0,0,1131,291,291,291,291,291,0
7765,3e+05,2,3,2,41,1,0,0,0,0,12351,0,12351,0,0
7766,90000,2,3,2,45,0,0,0,56754,58835,59461,3000,2200,2500,0
7767,220000,1,1,1,51,0,0,0,285,825,0,825,0,1230,0
7768,20000,2,2,1,49,0,0,0,16439,17140,18269,1279,1408,1180,0
7769,390000,2,2,2,45,2,2,2,185111,172865,153795,5000,3000,5000,0
7770,410000,2,3,2,41,0,0,0,0,8417,0,8417,0,2830,0
7771,330000,1,3,1,48,0,0,0,3888,14704,2533,14782,2544,10715,0
7772,230000,1,1,1,48,0,0,2,20271,21979,20924,5034,0,2000,0
7773,90000,1,2,1,46,0,0,0,500,715,26854,715,26854,3000,0
7774,150000,1,2,2,41,2,2,2,137723,141048,142475,7000,5200,5300,0
7775,10000,2,1,1,46,0,0,0,5757,6706,7715,1200,1128,286,0
7776,130000,1,2,2,44,0,0,0,69120,66171,65225,3000,3000,3000,0
7777,150000,2,2,1,50,0,0,0,917,167,1371,2000,1371,0,0
7778,250000,1,1,2,46,0,0,0,166325,165081,169492,6686,7037,6358,0
7779,170000,1,1,1,41,0,0,0,165027,168990,172307,7200,7500,1200,0
7780,1e+05,2,2,2,47,0,0,0,42409,43404,44446,1700,1742,2000,0
7781,2e+05,2,3,2,46,0,0,0,13766,39072,44758,39124,15000,1622,0
7782,390000,1,3,2,51,0,0,0,164418,167501,134282,9000,7027,5000,0
7783,280000,2,2,2,45,0,0,0,55709,51834,41426,9441,2691,3001,0
7784,50000,1,1,2,45,0,0,0,50411,48409,42248,5000,2000,2500,0
7785,550000,1,2,2,47,0,0,0,383973,380082,389694,15000,20000,20000,0
7786,320000,1,2,2,50,0,0,0,1031,1886,2913,1895,2927,0,0
7787,160000,1,3,2,47,0,0,0,2851,0,0,0,0,0,0
7788,50000,1,3,2,46,0,0,0,46532,46624,45438,3000,1200,9,0
7789,2e+05,1,1,2,44,0,0,0,1261,1261,1261,1261,1261,1261,0
7790,20000,1,1,1,44,2,0,0,14815,15837,16852,1264,1279,615,0
7791,120000,1,2,2,50,0,0,0,22462,15692,19312,5000,10000,5000,0
7792,1e+05,2,2,1,45,0,0,0,85366,87064,89401,3114,3738,3059,0
7793,290000,2,3,1,45,1,0,0,0,0,0,0,0,0,0
7794,50000,2,3,1,44,0,0,2,48215,44175,83132,4007,0,1706,0
7795,70000,2,2,2,46,0,0,0,68699,69120,68376,4483,12496,3268,0
7796,170000,1,3,1,42,0,0,0,53145,52131,45987,2005,2000,1514,0
7797,160000,1,2,2,46,1,0,0,0,5621,6468,5621,1000,132,0
7798,150000,2,3,2,48,1,0,0,0,0,0,0,0,0,0
7799,20000,3,1,2,44,0,0,0,19446,20650,0,2000,0,0,0
7800,170000,1,2,2,39,0,0,0,1837,1328,321,1328,324,0,0
7801,110000,2,1,1,46,0,0,0,84965,85007,84965,3280,2913,2790,0
7802,480000,1,3,1,44,1,0,0,6071,7994,8313,8023,8351,25753,0
7803,50000,2,2,2,44,0,0,0,47654,48529,44669,2000,1743,1758,0
7804,180000,1,2,2,48,0,0,0,25781,26000,26310,1800,1800,1500,0
7805,150000,2,3,2,49,0,0,0,222,3,3359,3,3461,261,0
7806,2e+05,2,2,2,47,0,0,0,99729,139201,155871,59201,35000,54461,0
7807,80000,2,3,2,47,0,0,0,66982,66130,67489,2986,3056,2787,0
7808,4e+05,2,1,1,52,0,0,0,36560,0,0,0,0,0,0
7809,50000,2,1,2,46,2,0,0,344,5036,1780,5128,1780,5808,0
7810,210000,2,3,2,52,0,0,0,0,0,0,0,0,820,0
7811,220000,2,2,1,41,0,0,0,59247,60200,60360,6000,3037,4000,0
7812,180000,1,2,2,50,1,0,0,0,0,0,0,0,0,0
7813,2e+05,2,3,2,46,0,0,0,0,0,0,0,0,932,0
7814,80000,2,3,1,41,0,0,0,74640,72565,63342,20024,10000,4000,0
7815,80000,2,2,1,46,0,0,0,57798,50910,49940,2050,1780,1800,0
7816,260000,2,2,2,48,0,3,2,82274,80426,78536,0,0,17000,0
7817,2e+05,1,2,1,45,0,0,0,200378,162374,154234,6061,7048,5016,0
7818,90000,2,2,2,41,0,0,0,18858,11056,3909,11056,3916,3506,0
7819,30000,1,1,2,44,1,2,2,13012,13502,13892,1000,900,1000,0
7820,310000,1,3,2,40,0,0,0,325,4373,26863,4373,26863,7443,0
7821,420000,2,3,2,50,0,0,0,20326,21629,22354,1479,1204,1000,0
7822,110000,1,1,1,47,0,0,0,390,390,390,390,390,390,0
7823,170000,2,2,2,44,0,0,0,4360,7927,49946,7000,49008,1000,0
7824,80000,1,3,2,49,0,0,0,15739,17253,35369,17253,35369,18351,0
7825,50000,2,1,2,45,2,2,0,22719,18408,19330,0,1573,804,0
7826,120000,2,3,2,36,0,0,0,1026,1026,1026,1026,1026,1026,0
7827,1e+05,2,3,2,47,0,0,0,1725,21711,10487,21711,1000,780,0
7828,50000,2,2,1,42,1,2,0,49612,48546,49157,0,1900,1333,0
7829,230000,2,2,2,49,0,0,0,316,316,316,316,316,316,0
7830,30000,1,1,2,50,1,0,0,0,0,0,0,0,0,0
7831,160000,2,2,2,45,0,0,0,11859,0,11354,0,11354,2000,0
7832,410000,2,3,1,39,0,2,0,380,190,190,0,190,380,0
7833,210000,2,3,2,44,0,0,0,0,0,4811,0,4811,2994,0
7834,80000,2,2,1,47,0,0,0,350,-40,70,0,500,500,0
7835,320000,2,1,2,42,0,0,0,188373,281060,261698,276698,11020,11000,0
7836,5e+05,1,2,2,48,0,0,0,149838,0,0,0,0,0,0
7837,110000,1,2,2,43,0,0,0,108214,107512,82828,5300,3300,1700,0
7838,50000,2,2,2,45,0,0,0,45675,41712,29756,3630,2000,3500,0
7839,180000,1,3,1,40,0,0,0,167140,160707,162477,8000,6000,7000,0
7840,360000,1,2,1,38,0,0,0,346,9138,-1,9182,0,378,0
7841,380000,2,2,1,38,0,2,0,4384,3852,2300,0,2300,632,0
7842,210000,1,2,2,46,0,0,0,205475,206616,212391,9500,9207,8500,0
7843,160000,2,2,2,47,0,0,0,6136,5932,4353,5932,4353,3835,0
7844,340000,1,2,2,49,2,0,0,411,10983,8548,11038,8591,11246,0
7845,80000,2,3,1,44,0,0,0,51533,45147,45921,1800,1800,1690,0
7846,80000,1,2,2,46,0,0,0,56602,14233,15729,5000,5000,3000,0
7847,2e+05,1,2,1,46,1,0,0,736,736,736,736,736,736,0
7848,50000,2,1,1,43,0,0,2,39686,43685,44694,5000,2000,0,0
7849,50000,1,2,2,44,2,2,2,44654,45650,46320,2000,1700,0,0
7850,420000,2,3,1,42,0,0,0,11728,8860,4829,8904,4866,12241,0
7851,30000,2,2,2,45,0,0,0,29668,29744,29068,1555,2165,3002,0
7852,5e+05,2,3,2,43,0,0,0,380502,295489,206296,10481,12042,160042,0
7853,50000,1,1,2,42,1,2,0,49768,47191,49422,0,3000,1500,0
7854,150000,2,2,1,50,0,0,0,71341,62432,56091,4117,4002,5000,0
7855,30000,2,1,1,48,0,0,0,27904,28547,29398,1500,1700,1500,0
7856,3e+05,2,2,2,44,0,0,0,188,188,585,188,585,207,0
7857,620000,2,3,2,43,0,0,0,569023,562316,475333,23009,20004,20008,0
7858,1e+05,2,1,2,42,0,0,0,74847,70663,63794,3000,3000,2700,0
7859,90000,1,1,2,46,2,2,2,75619,77116,78252,3300,3000,2100,0
7860,170000,1,2,2,37,0,0,0,166851,107434,99487,5000,5000,3000,0
7861,140000,2,3,2,43,0,0,0,136170,139270,137548,6799,5100,3300,0
7862,50000,2,1,2,50,0,0,0,18108,18512,19468,1400,1300,2800,0
7863,2e+05,1,3,1,48,0,0,0,28910,6581,1894,6593,1894,8615,0
7864,50000,2,3,2,45,0,0,0,50813,50558,50455,1972,2369,3592,0
7865,2e+05,1,3,2,49,0,0,0,36154,23885,24718,9216,7013,15000,0
7866,450000,2,3,2,42,0,0,0,46437,7875,0,7875,0,1000,0
7867,5e+05,2,3,2,47,0,0,0,33107,34773,35426,7000,6664,1500,0
7868,220000,2,2,2,40,0,0,0,990,990,990,990,990,990,0
7869,220000,1,3,2,39,2,2,0,150682,139629,136020,0,6824,2726,0
7870,120000,2,3,2,41,0,2,0,8318,2730,3647,0,3647,10752,0
7871,3e+05,2,3,2,44,0,0,0,87540,89792,91558,5000,4500,5000,0
7872,470000,2,2,1,40,2,2,2,296573,303320,307843,13000,11001,0,0
7873,1e+05,2,3,2,43,0,0,0,40083,44385,45117,5000,2000,2030,0
7874,230000,1,2,2,38,0,0,0,12696,9883,2035,9883,2035,6337,0
7875,120000,2,2,2,51,0,0,0,121280,123176,121907,6026,6000,6300,0
7876,180000,1,2,2,47,2,2,0,15100,14627,15632,0,1495,650,0
7877,360000,2,3,1,45,0,0,0,6001,5868,-1,5874,1,593,0
7878,150000,1,2,2,49,0,0,0,108,-218,63174,0,65748,1537,0
7879,50000,2,2,1,47,0,0,0,50902,50716,49179,2128,2300,1004,0
7880,80000,2,2,1,43,0,0,0,78542,48563,20790,1750,1650,0,0
7881,30000,1,2,1,46,0,0,0,15662,16601,21291,1500,5000,1000,0
7882,2e+05,2,3,1,42,0,0,0,26230,2829,6721,2829,4000,780,0
7883,150000,1,3,1,44,0,0,0,390,390,390,390,390,15080,0
7884,370000,2,2,2,45,0,0,0,11403,191438,189957,191446,7002,6854,0
7885,170000,1,2,2,51,0,0,0,79091,62575,63317,2235,2493,2585,0
7886,180000,2,2,1,49,0,0,0,22832,19517,11988,1429,1000,0,0
7887,410000,1,2,1,47,0,0,0,1413,1701,6566,1710,7064,430,0
7888,480000,1,2,1,43,1,0,0,-11,11349,13461,11360,13469,9327,0
7889,350000,1,3,2,44,0,0,0,6185,27821,36140,27821,36532,34022,0
7890,310000,2,3,2,48,0,0,0,176565,152037,166900,25532,50120,30000,0
7891,90000,2,2,1,43,2,2,0,121368,102385,91591,0,95800,0,0
7892,210000,1,3,1,43,0,0,0,126113,107216,88039,5002,5030,10008,0
7893,180000,1,2,2,48,0,0,0,106,3166,106,3166,106,59,0
7894,180000,2,1,1,42,0,0,0,183047,182506,183363,6704,6973,7023,0
7895,50000,2,4,1,45,0,0,0,6514,7513,9981,1500,3000,1000,0
7896,330000,1,2,2,48,0,0,0,221793,225079,229947,10000,10000,8507,0
7897,50000,2,1,2,40,0,0,0,18599,18598,18835,1321,1278,638,0
7898,1e+05,1,2,2,42,0,0,0,-14,1452,4091,1466,4091,3020,0
7899,3e+05,2,3,1,46,1,0,0,0,0,0,0,0,0,0
7900,220000,2,3,2,48,0,0,0,21332,27844,33260,28567,34393,9203,0
7901,50000,2,2,2,43,0,0,0,50952,50836,50055,2700,2000,2700,0
7902,30000,1,1,1,42,0,0,0,1261,1261,1261,1261,1261,1261,0
7903,80000,1,3,1,50,0,0,0,2783,1108,21400,1200,21000,0,0
7904,5e+05,2,3,2,41,0,0,0,6364,1625,517,1625,517,0,0
7905,50000,1,2,1,50,0,0,0,45335,46027,30286,1524,1427,941,0
7906,2e+05,2,3,2,46,0,0,0,155693,158710,133245,6000,5000,4871,0
7907,190000,1,2,1,47,0,0,0,31323,28890,26793,1500,1500,2000,0
7908,40000,2,3,2,45,0,0,0,5247,7196,6597,7196,6597,5552,0
7909,50000,2,2,1,48,0,0,0,23694,22500,20279,1635,1360,1233,0
7910,360000,2,1,1,42,0,0,0,686,3821,1937,3821,1937,944,0
7911,340000,2,3,1,47,0,0,0,86057,89605,87780,5000,7785,1699,0
7912,170000,2,3,2,52,0,0,2,248,832,416,1416,0,2304,0
7913,250000,1,3,1,44,0,0,0,1852,0,0,0,0,2576,0
7914,290000,1,3,1,39,0,0,0,97193,98441,95169,6000,4000,4250,0
7915,30000,2,2,1,42,0,0,0,315,923,2939,923,2977,1999,0
7916,120000,1,2,2,52,1,0,0,-9,898,7752,907,7772,4447,0
7917,130000,2,2,2,42,2,2,0,172094,156589,145398,0,3300,2500,0
7918,160000,2,2,1,44,0,0,0,84879,59607,38512,2593,2000,1604,0
7919,50000,1,2,2,44,0,0,0,48255,41550,35553,2400,1842,1000,0
7920,420000,1,2,2,44,0,0,0,83640,63751,153092,1275,156564,0,0
7921,490000,1,2,2,45,0,0,0,26088,24092,24488,2003,2041,1092,0
7922,20000,2,3,1,48,0,0,0,10242,18778,19065,10000,1300,1300,0
7923,360000,2,3,1,46,1,0,0,0,951,3760,951,3760,752,0
7924,20000,2,2,2,40,0,0,0,18062,18374,19222,1700,1500,1000,0
7925,5e+05,1,2,1,44,0,0,0,1777,23800,297,23800,297,9342,0
7926,140000,1,2,2,38,0,0,0,156062,158495,160681,5750,5530,6600,0
7927,180000,2,2,1,42,0,0,0,10000,10000,10970,10000,10970,12786,0
7928,290000,1,2,2,45,0,0,0,53437,44037,5441,1274,1200,2033,0
7929,20000,2,2,1,46,0,0,0,18838,15349,0,1200,0,0,0
7930,5e+05,2,3,1,47,0,0,0,28498,26117,29717,5000,5000,8006,0
7931,10000,2,3,2,45,0,0,0,5707,6728,7865,1123,1260,1500,0
7932,2e+05,1,2,1,45,2,2,0,190672,186230,188391,0,6784,13788,0
7933,120000,1,2,2,45,0,0,0,31611,32264,32786,1562,1500,1059,0
7934,420000,2,2,1,43,0,0,0,122418,113122,89586,4816,4128,3147,0
7935,30000,2,2,2,51,0,3,2,31176,30408,29205,0,0,1013,0
7936,60000,3,2,2,49,1,0,0,-1540,-1930,-2320,0,0,2000,0
7937,80000,2,2,1,42,1,2,0,75234,76417,76916,3007,5090,2001,0
7938,20000,2,2,1,48,0,0,0,15932,16965,17993,1605,1605,1310,0
7939,190000,2,3,1,44,0,0,0,182396,187565,188334,8300,5302,6037,0
7940,5e+05,2,3,1,43,0,0,0,477468,488083,498839,21000,22800,15200,0
7941,160000,2,2,2,42,0,0,0,78592,80240,39835,3700,1700,2000,0
7942,240000,1,3,2,42,0,0,0,12181,6746,12104,6746,12104,2788,0
7943,240000,1,3,2,48,0,0,0,41923,21409,17833,1779,1000,194043,0
7944,20000,2,3,1,50,0,0,0,14554,15273,16616,1260,1600,600,0
7945,5e+05,1,3,1,44,1,0,0,2907,-110,-110,9,0,0,0
7946,2e+05,1,3,2,42,0,0,0,11399,395,5094,400,9500,9250,0
7947,130000,2,3,2,41,0,0,0,780,0,390,0,390,540,0
7948,3e+05,1,2,2,45,1,0,0,0,0,0,0,0,0,0
7949,210000,1,2,1,46,0,0,0,5130,15266,11423,15266,2500,1200,0
7950,20000,2,4,1,49,0,0,0,19614,19844,19929,11630,1369,1162,0
7951,30000,2,2,1,48,0,0,0,26931,27791,28792,1598,1599,928,0
7952,4e+05,2,4,1,46,0,0,0,178069,181613,186905,6496,8214,6621,0
7953,30000,2,3,2,48,0,0,0,25288,27549,28784,3000,2000,1800,0
7954,250000,1,2,2,48,0,0,2,116256,122392,118668,11500,0,3543,0
7955,70000,1,2,1,47,1,2,2,32945,32133,35089,0,3500,0,0
7956,140000,1,2,2,51,0,0,0,58075,59504,61544,3000,3000,3000,0
7957,350000,1,2,2,48,0,0,0,19637,239770,8111,242247,8111,198748,0
7958,310000,2,2,2,43,0,0,0,135195,78756,44127,3500,2500,2150,0
7959,360000,1,3,1,46,0,0,0,14432,15329,13062,15329,13062,41977,0
7960,350000,1,1,2,48,0,0,0,1316,3033,2168,3061,2181,8071,0
7961,310000,2,3,2,47,0,0,0,27089,37919,40136,20000,21890,15000,0
7962,20000,1,2,1,48,0,0,0,17768,18378,19077,1600,1689,1469,0
7963,2e+05,1,1,2,46,0,0,0,114643,115828,116585,6000,4200,4252,0
7964,340000,1,2,2,44,0,0,0,226644,225033,219702,8000,9222,5000,0
7965,350000,1,2,2,45,1,0,0,0,0,0,0,0,0,0
7966,2e+05,2,2,2,42,0,0,0,153900,0,0,0,0,0,0
7967,40000,2,2,1,42,0,0,0,0,0,0,0,0,0,0
7968,4e+05,1,3,2,54,0,0,2,6500,405016,391178,405016,0,14000,0
7969,80000,1,2,2,41,0,0,0,73873,61134,49746,2006,8199,2000,0
7970,10000,2,3,2,39,1,2,2,12006,6367,9839,1000,4000,0,0
7971,5e+05,1,2,2,42,0,0,0,24433,187206,10894,187206,10909,29161,0
